company,brand,model,production_year,country,fuel_type,engine_volume,transmission,drive_type,region,quantity,price_usd,total_sale_usd,area,segment_2013,class_2013,segment_eng,sale_date
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Механика,4WD,Костанай,1.0,23759.2244,23759.2244,Костанайская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Уральск,1.0,26930.64479,26930.64479,Западно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Алматы,1.0,27194.92982,27194.92982,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Шымкент,1.0,27194.92982,27194.92982,Южно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Костанай,1.0,28516.35498,28516.35498,Костанайская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Караганда,1.0,28516.35498,28516.35498,Карагандинская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Актау,1.0,28516.35498,28516.35498,Мангистауская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,FWD,Нур-Султан,1.0,26137.78969,26137.78969,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,FWD,Шымкент,1.0,26137.78969,26137.78969,Южно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Нур-Султан,1.0,27194.92982,27194.92982,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Нур-Султан,1.0,26930.64479,26930.64479,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Костанай,1.0,27194.92982,27194.92982,Костанайская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Уральск,1.0,27194.92982,27194.92982,Западно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Усть-Каменогорск,1.0,27194.92982,27194.92982,Восточно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Алматы,1.0,26930.64479,26930.64479,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Шымкент,1.0,27194.92982,27194.92982,Южно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Актау,1.0,27194.92982,27194.92982,Мангистауская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Петропавловск,1.0,27194.92982,27194.92982,Северо-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Атырау,1.0,26930.64479,26930.64479,Атырауская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Шымкент,1.0,26930.64479,26930.64479,Южно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Тараз,1.0,27194.92982,27194.92982,Жамбылская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Кокшетау,1.0,27194.92982,27194.92982,Акмолинская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Нур-Султан,1.0,24023.50943,24023.50943,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Уральск,1.0,24023.50943,24023.50943,Западно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Актау,1.0,24023.50943,24023.50943,Мангистауская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Актобе,1.0,24816.36453,24816.36453,Актюбинская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Шымкент,1.0,24023.50943,24023.50943,Южно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Алматы,1.0,24816.36453,24816.36453,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Уральск,1.0,24816.36453,24816.36453,Западно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Караганда,1.0,24816.36453,24816.36453,Карагандинская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Шымкент,1.0,24816.36453,24816.36453,Южно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Актобе,1.0,24023.50943,24023.50943,Актюбинская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Костанай,1.0,24023.50943,24023.50943,Костанайская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Алматы,1.0,28252.06995,28252.06995,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Караганда,1.0,28516.35498,28516.35498,Карагандинская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Уральск,1.0,28252.06995,28252.06995,Западно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Павлодар,1.0,28516.35498,28516.35498,Павлодарская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Нур-Султан,1.0,28252.06995,28252.06995,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Актау,1.0,28516.35498,28516.35498,Мангистауская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Атырау,1.0,28516.35498,28516.35498,Атырауская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Костанай,1.0,28252.06995,28252.06995,Костанайская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Тараз,1.0,28516.35498,28516.35498,Жамбылская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Шымкент,1.0,28252.06995,28252.06995,Южно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Шымкент,1.0,28516.35498,28516.35498,Южно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Актау,1.0,28252.06995,28252.06995,Мангистауская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Атырау,1.0,24023.50943,24023.50943,Атырауская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Нур-Султан,1.0,23230.65434,23230.65434,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Алматы,1.0,24023.50943,24023.50943,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Актобе,1.0,26137.78969,26137.78969,Актюбинская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Актау,1.0,26137.78969,26137.78969,Мангистауская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Нур-Султан,1.0,25609.21963,25609.21963,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Актау,1.0,25609.21963,25609.21963,Мангистауская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Нур-Султан,1.0,26137.78969,26137.78969,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Алматы,1.0,25609.21963,25609.21963,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Алматы,1.0,26137.78969,26137.78969,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Шымкент,1.0,25609.21963,25609.21963,Южно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Костанай,1.0,26137.78969,26137.78969,Костанайская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Шымкент,1.0,26137.78969,26137.78969,Южно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Нур-Султан,1.0,22966.3693,22966.3693,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Атырау,1.0,22966.3693,22966.3693,Атырауская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Шымкент,1.0,22966.3693,22966.3693,Южно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Алматы,1.0,23494.93937,23494.93937,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Костанай,1.0,23494.93937,23494.93937,Костанайская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Атырау,1.0,23494.93937,23494.93937,Атырауская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Усть-Каменогорск,1.0,23494.93937,23494.93937,Восточно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Нур-Султан,1.0,21909.22917,21909.22917,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Талдыкорган,1.0,22966.3693,22966.3693,Алматинская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,FWD,Алматы,1.0,22966.3693,22966.3693,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Алматы,1.0,21909.22917,21909.22917,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Механика,4WD,Уральск,1.0,23230.65434,23230.65434,Западно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Атырау,1.0,27194.92982,27194.92982,Атырауская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Усть-Каменогорск,1.0,26930.64479,26930.64479,Восточно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Павлодар,1.0,24816.36453,24816.36453,Павлодарская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Тараз,1.0,24816.36453,24816.36453,Жамбылская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Караганда,1.0,24023.50943,24023.50943,Карагандинская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Тараз,1.0,28516.35498,28516.35498,Жамбылская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Кокшетау,1.0,28516.35498,28516.35498,Акмолинская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Уральск,1.0,28516.35498,28516.35498,Западно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Атырау,1.0,23230.65434,23230.65434,Атырауская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Талдыкорган,1.0,24023.50943,24023.50943,Алматинская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Шымкент,1.0,23230.65434,23230.65434,Южно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Актобе,1.0,25609.21963,25609.21963,Актюбинская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Актау,1.0,23494.93937,23494.93937,Мангистауская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Караганда,1.0,26930.64479,26930.64479,Карагандинская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Павлодар,1.0,24023.50943,24023.50943,Павлодарская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Механика,4WD,Петропавловск,1.0,23759.2244,23759.2244,Северо-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,1.6,Автомат,4WD,Алматы,1.0,30894.92027,30894.92027,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Караганда,1.0,22966.3693,22966.3693,Карагандинская Область,Внедорожники,Компактные SUV,K1,2019-01-31
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Усть-Каменогорск,1.0,24850.00397,24850.00397,Восточно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Усть-Каменогорск,1.0,27231.79349,27231.79349,Восточно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Усть-Каменогорск,1.0,28555.00989,28555.00989,Восточно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Усть-Каменогорск,1.0,27231.79349,27231.79349,Восточно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Уральск,1.0,23262.14429,23262.14429,Западно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,FWD,Уральск,1.0,23526.78757,23526.78757,Западно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Уральск,1.0,24056.07413,24056.07413,Западно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Уральск,1.0,28555.00989,28555.00989,Западно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Уральск,1.0,24850.00397,24850.00397,Западно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Уральск,1.0,27231.79349,27231.79349,Западно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Караганда,1.0,22997.50101,22997.50101,Карагандинская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Караганда,1.0,27231.79349,27231.79349,Карагандинская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Караганда,1.0,28555.00989,28555.00989,Карагандинская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Караганда,1.0,24850.00397,24850.00397,Карагандинская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Караганда,1.0,23526.78757,23526.78757,Карагандинская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Караганда,1.0,24056.07413,24056.07413,Карагандинская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,FWD,Караганда,1.0,23526.78757,23526.78757,Карагандинская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Караганда,1.0,24850.00397,24850.00397,Карагандинская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Караганда,1.0,27231.79349,27231.79349,Карагандинская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Талдыкорган,1.0,28555.00989,28555.00989,Алматинская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Талдыкорган,1.0,24850.00397,24850.00397,Алматинская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,FWD,Талдыкорган,1.0,22997.50101,22997.50101,Алматинская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Нур-Султан,1.0,26173.22037,26173.22037,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Нур-Султан,1.0,28555.00989,28555.00989,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Нур-Султан,1.0,24056.07413,24056.07413,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Нур-Султан,1.0,24850.00397,24850.00397,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Нур-Султан,1.0,27231.79349,27231.79349,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,FWD,Нур-Султан,1.0,22997.50101,22997.50101,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,FWD,Нур-Султан,1.0,23526.78757,23526.78757,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,FWD,Нур-Султан,1.0,26173.22037,26173.22037,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Нур-Султан,1.0,28555.00989,28555.00989,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Нур-Султан,1.0,24850.00397,24850.00397,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Нур-Султан,1.0,24056.07413,24056.07413,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Нур-Султан,1.0,27231.79349,27231.79349,Г.Нур-Султан,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Алматы,1.0,22997.50101,22997.50101,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Алматы,1.0,24850.00397,24850.00397,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Алматы,1.0,28555.00989,28555.00989,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Алматы,1.0,27231.79349,27231.79349,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Алматы,1.0,27231.79349,27231.79349,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,FWD,Алматы,1.0,23526.78757,23526.78757,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,FWD,Алматы,1.0,26173.22037,26173.22037,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Алматы,1.0,28555.00989,28555.00989,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,FWD,Алматы,1.0,22997.50101,22997.50101,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Алматы,1.0,24850.00397,24850.00397,Г.Алматы,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Тараз,1.0,28555.00989,28555.00989,Жамбылская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Тараз,1.0,28555.00989,28555.00989,Жамбылская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Тараз,1.0,24850.00397,24850.00397,Жамбылская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,FWD,Шымкент,1.0,26173.22037,26173.22037,Южно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Шымкент,1.0,27231.79349,27231.79349,Южно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-02-28
Astana Motors,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Шымкент,1.0,28555.00989,28555.00989,Южно-Казахстанская Область,Внедорожники,Компактные SUV,K1,2019-02-28
